RPMI	Sera	Contrib.RPMI	Contrib.Sera	Contrib	GroupContrib	color	importance
HMDB0000020	0.255554935534388	0.0439219221680641	TRUE	FALSE	FALSE	RPMI	#388ECC	0.2052975021309
HMDB0000158	-0.244673662371294	0.579529454608923	FALSE	TRUE	FALSE	Sera	#F68B33	0.201464690884504
HMDB0001392	0.341076938564057	-0.0325487898411542	TRUE	FALSE	FALSE	RPMI	#388ECC	0.193488948186318
HMDB0000134	-0.139933267704631	0.0922306285360827	FALSE	TRUE	FALSE	Sera	#F68B33	0.182376950773832
HMDB0000247	0.167446080526561	-0.0647739474589342	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.179225831729953
HMDB0000107	0.170442280324393	-0.0844694974670815	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.178872857387879
HMDB0000646	0.553181026078339	-0.128265374682782	TRUE	FALSE	FALSE	RPMI	#388ECC	0.165525505305643
HMDB0000779	-0.247934438335648	0.146989433050501	FALSE	TRUE	FALSE	Sera	#F68B33	0.163603159114426
HMDB0000965	-0.382379773240266	1.05450637159834	FALSE	TRUE	FALSE	Sera	#F68B33	0.160098366471989
HMDB0001078	0.302561430675163	0.311809794973538	FALSE	TRUE	FALSE	Sera	#F68B33	0.151384623305608
HMDB0002350	0.0752661371513181	-0.786264714566849	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.145177450907466
HMDB0000208	0.0186643123349616	-0.776670909195718	TRUE	FALSE	FALSE	RPMI	#388ECC	0.142724057718969
HMDB0000719	-0.0921251718569585	0.13510774535562	FALSE	TRUE	FALSE	Sera	#F68B33	0.141475619832272
HMDB0000243	-0.62908098058614	0.263241824169622	FALSE	TRUE	FALSE	Sera	#F68B33	-0.140286407873434
HMDB0001401	0.725154828722028	-0.561808983816649	TRUE	FALSE	FALSE	RPMI	#388ECC	0.13834611543142
HMDB0000005	0.542029655852742	-0.713383399720761	TRUE	FALSE	FALSE	RPMI	#388ECC	0.127072161015979
HMDB0001900	0.133068109670691	0.0741713607753552	TRUE	FALSE	FALSE	RPMI	#388ECC	0.125851514980708
HMDB0000742	0.67446407957649	-0.410131888097568	TRUE	FALSE	FALSE	RPMI	#388ECC	0.123184576335012
HMDB0000008	0.0879931887626609	-0.221008902116354	TRUE	FALSE	FALSE	RPMI	#388ECC	0.122637928651751
HMDB0001473	-0.701382547814516	0.909807202218429	FALSE	TRUE	FALSE	Sera	#F68B33	0.119649799290764
HMDB0000929	-0.428740632257936	0.401256705130275	FALSE	TRUE	FALSE	Sera	#F68B33	0.118345446473263
HMDB0000190	-0.172365569452997	-0.164972818705907	FALSE	TRUE	FALSE	Sera	#F68B33	0.117025895211704
HMDB0000765	0.660835279032318	-0.946821275465382	TRUE	FALSE	FALSE	RPMI	#388ECC	0.115966012482541
HMDB0000568	0.545638146714751	0.293236175923465	TRUE	FALSE	FALSE	RPMI	#388ECC	0.115635739333058
HMDB0000482	0.248061165512773	-1.04382352277728	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.115531506602494
HMDB0000169	0.629504098942906	0.424254251508638	TRUE	FALSE	FALSE	RPMI	#388ECC	0.113921253915707
