RPMI	Sera	Contrib.RPMI	Contrib.Sera	Contrib	GroupContrib	color	importance
WP_000163826.1	-0.180880162519771	0.46543485408789	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.073621444235743
WP_001174259.1	-0.255277706569176	-0.26584593652158	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0676769419958552
WP_000033477.1	0.520103716173409	-0.356695724041415	FALSE	TRUE	FALSE	Sera	#F68B33	0.0651296517909231
WP_000833803.1	0.121179155805445	0.012394911513202	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0644127155372189
WP_000075716.1	-0.43180559044684	0.873348333150637	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0639209969520448
WP_000241588.1	-0.304301337013632	0.287716958182213	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0626912057248921
WP_000782742.1	0.488124830719511	-0.280936454332355	FALSE	TRUE	FALSE	Sera	#F68B33	0.0624519087265607
WP_129654720.1	-0.387093365308738	0.292754278646048	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0621211742015318
WP_000626077.1	0.600249060843713	-0.24504607998098	FALSE	TRUE	FALSE	Sera	#F68B33	-0.061513102111329
WP_000755950.1	0.521902932351207	-0.46319664618272	FALSE	TRUE	FALSE	Sera	#F68B33	0.0614750967842577
WP_000857621.1	-0.0250270152884127	-0.224753844905396	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0609964273651467
WP_001052491.1	-0.200920464813639	0.108973991928058	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0603418353799186
WP_001791319.1	-0.527899264567202	0.294648051208598	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0603198745981285
WP_001050913.1	0.215766332463173	-0.061766278864234	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0602707690545045
WP_000087107.1	-0.0907593329053205	-0.504056355060936	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0601220197814527
WP_025174571.1	0.536247963036159	-0.23962864182118	FALSE	TRUE	FALSE	Sera	#F68B33	0.0601049602872415
WP_000648731.1	-0.828421693843833	0.181046231670723	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0599424322292288
WP_000921972.1	-0.0762356639539454	0.27624676767959	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0598984015067694
WP_000446724.1	0.249565942024803	-0.0412096186783016	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0590408622686213
WP_000647288.1	0.297072617456435	0.0189475610554203	FALSE	TRUE	FALSE	Sera	#F68B33	0.0589724790784647
WP_000080558.1	-0.214160728463844	0.235645965353097	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0585241967712139
WP_000992530.1	0.0256476978010188	-0.376505879325225	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0584296715304881
WP_000369722.1	0.290723211330605	-0.712055723143749	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0581939125622793
WP_000105070.1	0.00706245297348257	0.440853334082333	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0581860360872019
WP_001033882.1	0.198230907536709	-0.426762105875001	FALSE	TRUE	FALSE	Sera	#F68B33	0.0580013385645033
WP_000995283.1	-0.359518975442596	0.66203282390683	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0579089598717531
WP_000673315.1	-0.0295571007140121	-0.308850477026743	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0577355090237763
WP_000738244.1	0.491174913311129	0.172817775020316	FALSE	TRUE	FALSE	Sera	#F68B33	0.0575954593235506
WP_001118970.1	-0.525614933454325	0.850734535108469	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0572315415232496
WP_000240335.1	0.352453574550966	-0.00409543731896942	FALSE	TRUE	FALSE	Sera	#F68B33	0.0565473876674669
WP_000651160.1	0.0720257902519982	0.665106379574868	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0561742044227113
WP_000736787.1	0.314578763314008	0.0996156008604409	FALSE	TRUE	FALSE	Sera	#F68B33	0.0555958301251919
WP_000781979.1	0.295539186876296	-0.549446911946654	FALSE	TRUE	FALSE	Sera	#F68B33	0.0555422543952259
WP_001792547.1	-0.704859009957927	0.457467387350678	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0555122483801194
WP_000602064.1	-0.198413508934551	-0.103003554160319	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0553367696963689
WP_001074525.1	-0.0109934913151399	0.41140921731103	TRUE	FALSE	FALSE	RPMI	#388ECC	0.055285543943855
WP_000820892.1	-0.00132033982885667	0.505177079528874	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0552849607625931
WP_000136939.1	-0.00589187002500291	-0.0702058338128652	FALSE	TRUE	FALSE	Sera	#F68B33	0.0551143384668334
WP_000209563.1	0.195933801176044	0.468376918395706	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0550743420556293
WP_075583668.1	-0.0254538932803493	0.890449063379175	TRUE	FALSE	FALSE	RPMI	#388ECC	0.054941763254247
WP_024928128.1	-0.46098629865384	-0.00270660839701399	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.054685722570804
WP_000179063.1	0.163801953490866	0.0433620261739456	FALSE	TRUE	FALSE	Sera	#F68B33	0.054192991881561
WP_001123276.1	0.394324181476085	-0.327585445757144	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0539783850257935
WP_000468384.1	-0.315513788035914	0.574049465550039	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0539526693763233
WP_000781162.1	-0.169240310257221	-0.0951948552603505	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0536007946188951
WP_000134765.1	0.162873447005428	-0.571219888759057	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0535863798667246
WP_001085218.1	-0.251262650325452	0.113694400003668	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0535240072423883
WP_000673098.1	0.109888451689893	-0.446081280273079	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0534777200484522
WP_000844688.1	-0.43852897664306	0.347882427928943	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0534458016074349
WP_000365246.1	-0.316857666999586	0.653094303592148	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0532265942589248
WP_000645763.1	0.0127899921725657	0.488665517434907	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0531848911519816
WP_001240827.1	0.549258853508513	-0.296943985847009	FALSE	TRUE	FALSE	Sera	#F68B33	0.0530546375649047
WP_000757405.1	0.367683559094291	0.0707410722379223	FALSE	TRUE	FALSE	Sera	#F68B33	0.0527165466561216
WP_000985287.1	0.36377908627307	0.170319995162381	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0526794278242659
WP_000290472.1	0.856962711328977	-0.468274351612205	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0526289570409853
WP_000161539.1	-0.045797943004353	0.267649497433877	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0525797431574759
WP_061390159.1	0.183131006273662	-0.217093383826732	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0524994965563828
WP_001008551.1	-0.41136927311194	-0.76841060590086	FALSE	TRUE	FALSE	Sera	#F68B33	0.0523665336161792
WP_000241353.1	-0.0962908402079262	0.593811093536297	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0523054751194922
WP_000421703.1	0.320034277195237	-0.65681081709845	FALSE	TRUE	FALSE	Sera	#F68B33	0.0521064604252786
WP_000224621.1	-0.0708451998074522	0.340010691834993	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0520792624019775
WP_000580201.1	0.539412535843933	0.181375297219042	FALSE	TRUE	FALSE	Sera	#F68B33	0.0514110158613536
WP_000660028.1	0.702643066198453	-0.566746207909417	FALSE	TRUE	FALSE	Sera	#F68B33	0.0513371331526778
WP_001062179.1	0.0995492658424009	-0.635039522835244	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0513214512823188
WP_001108482.1	-0.108638919407916	0.393184796646782	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0512191217662885
WP_000244413.1	-0.055455430273041	0.565188350380751	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.050986551213911
WP_000634175.1	-0.533376448860643	0.61214775103751	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0508092838253213
WP_000265417.1	-0.132334272066048	0.401574357721934	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0505800137819368
WP_000451438.1	0.124725504659455	0.0810677271531116	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0505112680909421
WP_000774675.1	-0.494009027909998	0.690304755524992	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0504530891786203
WP_000487150.1	0.671519708071173	-0.518453159513779	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0504200429922141
WP_001043863.1	0.937031053961589	-0.20102320089439	FALSE	TRUE	FALSE	Sera	#F68B33	0.0503834659781519
WP_000046614.1	0.0863897779870922	0.0669150173814595	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0503172021073658
WP_001051857.1	0.294682189159195	-0.553000055047983	FALSE	TRUE	FALSE	Sera	#F68B33	0.0501433221171275
WP_001028425.1	0.660819782858873	-0.335398765106226	FALSE	TRUE	FALSE	Sera	#F68B33	0.0500919598694285
WP_000072678.1	0.0171222884222563	0.194662913261576	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0500017313720306
WP_000860047.1	-0.00671713315649447	-0.192572953233934	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0499792996135776
WP_001124516.1	-0.0254929608564333	0.358647197192903	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0499541733282126
WP_000267034.1	0.391373559115663	0.014790634570142	FALSE	TRUE	FALSE	Sera	#F68B33	0.0499148115671327
WP_000757582.1	-0.216256770304463	0.103521510226191	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0496127327816288
WP_000193707.1	0.014116757342544	-0.545778275944843	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0495860767133212
WP_000603491.1	0.144265841541879	-0.000608090067609285	FALSE	TRUE	FALSE	Sera	#F68B33	0.0495036530280825
WP_000884334.1	-0.536262651690997	0.245211032429157	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0494133157544855
WP_000368338.1	-0.0851616069477788	0.0274511132623981	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0494128243934555
WP_000864185.1	0.0162439583652648	-0.295175978010585	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0493408311952571
WP_001213027.1	-0.329402255566885	0.669389780702828	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0490954041308386
WP_000396069.1	-0.463141487697497	0.60270350925145	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0489865044479104
WP_000590539.1	0.134744765380856	0.488362020999131	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0489268755639701
WP_001060508.1	0.403404678289808	-0.680153059298326	FALSE	TRUE	FALSE	Sera	#F68B33	0.0489108358305677
WP_000011825.1	-0.679159038170707	0.745967071247878	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0487080401241983
WP_000365354.1	-0.33907010149108	0.369166999194	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0486707825426668
WP_000721337.1	0.252395561417205	-0.768826789789748	FALSE	TRUE	FALSE	Sera	#F68B33	0.0485910027269873
WP_000129411.1	0.220032527132983	-0.611901555472755	FALSE	TRUE	FALSE	Sera	#F68B33	0.0484825304793877
WP_000721549.1	0.755874376359787	-0.57113138744687	FALSE	TRUE	FALSE	Sera	#F68B33	0.0484651179573425
WP_000645456.1	-0.740166546012015	0.368095385250413	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0482756325932457
WP_000794422.1	-0.366008504068464	0.170983766711472	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0481297792559047
WP_001217112.1	0.519456160412435	-0.360591183373403	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0480314155542872
WP_001283612.1	-0.15285994416992	0.553498645045167	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0478984478560936
WP_000217469.1	-0.313783370437946	-0.24535171379939	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0477757643692518
WP_000163742.1	0.226590359034653	-0.294887452713615	FALSE	TRUE	FALSE	Sera	#F68B33	-0.047631793860982
WP_000170162.1	-0.0813309212865568	0.407530235851007	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0476096073335829
WP_000985141.1	-0.310302374217236	-0.593387755599996	FALSE	TRUE	FALSE	Sera	#F68B33	0.0475929865790491
WP_000066519.1	0.800974819127522	-0.393944982013932	FALSE	TRUE	FALSE	Sera	#F68B33	0.0475319157456515
WP_000684146.1	-0.412188561943666	-0.250333959227093	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0474068323123773
WP_000722165.1	-0.0671979439858005	-0.150608575063351	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0471990124692685
WP_000433349.1	0.0293621912169613	-0.256303311938452	FALSE	TRUE	FALSE	Sera	#F68B33	0.0471484743647727
WP_000958224.1	0.209716688095482	-0.58344441453373	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0471403118688215
WP_000480800.1	-0.724132630047453	0.765484785229863	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0470523748146104
