RPMI	Sera	Contrib.RPMI	Contrib.Sera	Contrib	GroupContrib	color	importance
EW032_RS11545	-0.396102845481617	0.123428869141397	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0870788346369036
EW032_RS10890	-0.455162469663552	0.594600130958001	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0802285615461045
EW032_RS04750	0.0102716819412917	0.420255387392368	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0788872142766904
EW032_RS07660	-0.0970981757069136	0.022837334939046	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0771791430980475
EW032_RS10605	0.242339376676466	-0.275081094443433	FALSE	TRUE	FALSE	Sera	#F68B33	0.0770654794791722
EW032_RS09105	-0.214585146545065	0.0499916791503966	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0742086717606434
EW032_RS04755	0.161889219774891	-0.0759939422466427	FALSE	TRUE	FALSE	Sera	#F68B33	0.0692475630690541
EW032_RS10780	-0.0878443684196427	0.179858720073037	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0683888116455206
EW032_RS13945	0.291711240828554	-0.281852904034529	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0674829835099262
EW032_RS13975	0.00763360690942667	-0.125677659523951	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0670851629065444
EW032_RS10565	-0.255820288577818	0.446424844589804	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0669454181038936
EW032_RS03420	0.394437804321668	-0.553078272772578	FALSE	TRUE	FALSE	Sera	#F68B33	0.0656403950104476
EW032_RS10895	0.287926377139251	-0.128093784103177	FALSE	TRUE	FALSE	Sera	#F68B33	0.0651403528454848
EW032_RS06600	-0.111229941781657	0.143452935462259	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0646503916240797
EW032_RS01775	0.455823527339765	-0.646446580907848	FALSE	TRUE	FALSE	Sera	#F68B33	0.0645211599881049
EW032_RS04255	-0.210631608637644	0.227978833627746	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0632013762442793
EW032_RS08820	-0.421556791524464	0.393609473898953	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0617347121336129
