RPMI	Sera	Contrib.RPMI	Contrib.Sera	Contrib	GroupContrib	color	importance
WP_000791580.1	-0.917069834249005	0.951066314388854	FALSE	TRUE	FALSE	Sera	#F68B33	-0.485783636744848
WP_001229084.1	-0.93359648365253	0.943769314305065	FALSE	TRUE	FALSE	Sera	#F68B33	-0.415754252330571
WP_001126603.1	0.923300480723902	-0.988574473303954	TRUE	FALSE	FALSE	RPMI	#388ECC	0.389808811454925
WP_001041586.1	-0.897409162567263	0.943437499981857	FALSE	TRUE	FALSE	Sera	#F68B33	-0.321807337009159
WP_001165363.1	0.955243537989082	-1.00217907293531	TRUE	FALSE	FALSE	RPMI	#388ECC	0.297221034629011
WP_001214662.1	-0.923840807318093	0.93931958628266	FALSE	TRUE	FALSE	Sera	#F68B33	-0.289332580676986
WP_001051130.1	0.968486545000977	-0.894214038497829	TRUE	FALSE	FALSE	RPMI	#388ECC	0.281652271399391
WP_000608831.1	-0.931089937407686	0.967748259146968	FALSE	TRUE	FALSE	Sera	#F68B33	-0.235865345343803
WP_000160859.1	-0.954786497151502	0.852816065890285	FALSE	TRUE	FALSE	Sera	#F68B33	-0.134935433911083
WP_000754443.1	-0.932936646442903	0.845936015197271	FALSE	TRUE	FALSE	Sera	#F68B33	-0.102127705294232
