RPMI	Sera	Contrib.RPMI	Contrib.Sera	Contrib	GroupContrib	color	importance
HMDB0003911	-0.948521528297198	0.903776575370036	FALSE	TRUE	FALSE	Sera	#F68B33	-0.508131548150138
HMDB0000067	-0.909896937743269	0.962233232933418	FALSE	TRUE	FALSE	Sera	#F68B33	-0.492972360581886
HMDB0000965	-0.867491555778067	0.890349522200379	FALSE	TRUE	FALSE	Sera	#F68B33	-0.397136508445102
HMDB0000207	-0.812891461480001	0.960331576181638	FALSE	TRUE	FALSE	Sera	#F68B33	-0.315646027904549
HMDB0000092	-0.864674031580953	0.8625154435805	FALSE	TRUE	FALSE	Sera	#F68B33	-0.314899962811199
HMDB0013674	-0.928749729229979	0.926491171547553	FALSE	TRUE	FALSE	Sera	#F68B33	-0.28983835223138
HMDB0000573	-0.824828529532374	0.948823221173147	FALSE	TRUE	FALSE	Sera	#F68B33	-0.181572771551934
HMDB0000646	0.869398497555005	-0.888269530622098	TRUE	FALSE	FALSE	RPMI	#388ECC	0.154294702421385
HMDB0002467	-0.903676340162033	0.965713372578418	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0343635062101579
HMDB0000216	0.882273353423213	-1.04942106568426	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0174964590381564
