RPMI	Sera	Contrib.RPMI	Contrib.Sera	Contrib	GroupContrib	color	importance
HMDB0000663	0.15620227418005	0.255424623798666	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.273332003110895
HMDB0000020	0.41190788584013	0.466386211227266	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.22992457402361
HMDB0000209	0.440491156399888	-0.413050176560381	FALSE	TRUE	FALSE	Sera	#F68B33	-0.192336505035913
HMDB0000126	-0.0320375077447146	0.310676628555448	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.177800989218712
HMDB0001473	0.201416771628772	-0.0480366757525442	FALSE	TRUE	FALSE	Sera	#F68B33	-0.171911434670785
HMDB0000208	0.321531438200667	0.58653087066568	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.166108224718291
HMDB0000123	-0.262752889452246	-0.194183769198151	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.154994147153001
HMDB0001076	-0.02954057746545	0.390677576004308	TRUE	FALSE	FALSE	RPMI	#388ECC	0.150979793934214
HMDB0000448	0.647724958510951	0.204454793371679	FALSE	TRUE	FALSE	Sera	#F68B33	0.146138540576315
HMDB0000744	0.606908001057796	-0.84048716592363	FALSE	TRUE	FALSE	Sera	#F68B33	0.145973722839055
HMDB0000357	0.749049636180116	-0.864796623107582	FALSE	TRUE	FALSE	Sera	#F68B33	0.145964818704058
HMDB0000247	-0.192312062070971	-0.27813402396009	FALSE	TRUE	FALSE	Sera	#F68B33	0.145275872280228
HMDB0000262	-0.675084459131292	0.604727055632381	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.14184756980843
HMDB0000107	0.0380767337326068	-0.0375598493217714	FALSE	TRUE	FALSE	Sera	#F68B33	0.139436724818201
HMDB0000532	0.263205325253804	0.30649927696069	TRUE	FALSE	FALSE	RPMI	#388ECC	0.136985585225661
HMDB0000243	-0.392525939112584	0.265006614824957	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.136430405616006
HMDB0001431	0.462022973226556	-0.0384770857299242	FALSE	TRUE	FALSE	Sera	#F68B33	0.135781305112255
HMDB0000149	-0.784143171443317	0.499361331009561	TRUE	FALSE	FALSE	RPMI	#388ECC	0.129051672577843
HMDB0000139	0.405461708627265	-0.41065670094136	FALSE	TRUE	FALSE	Sera	#F68B33	-0.127888863885991
HMDB0042032	0.291253789752329	-0.153458587762987	FALSE	TRUE	FALSE	Sera	#F68B33	-0.123378552439466
HMDB0000005	-0.0456024766084226	-0.651545787288009	FALSE	TRUE	FALSE	Sera	#F68B33	0.12183327172678
HMDB0000226	-0.358192255493517	-0.101358431344038	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.116415604984134
HMDB0000258	0.902370259161274	-0.458761220883577	FALSE	TRUE	FALSE	Sera	#F68B33	0.115518549306865
HMDB0000630	0.153683464535461	-0.527062793759055	FALSE	TRUE	FALSE	Sera	#F68B33	-0.11464202216211
HMDB0000300	-0.65918343344007	0.278861198480486	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.113987414824724
HMDB0002467	-0.468633500895564	0.381770649397472	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.11362616376274
HMDB0000132	-0.229422613482755	0.0322792709482697	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.113497025637502
HMDB0000172	-0.811269582336237	0.395760874795146	TRUE	FALSE	FALSE	RPMI	#388ECC	0.113299643474634
HMDB0000749	0.781059471056702	-0.805122173172036	FALSE	TRUE	FALSE	Sera	#F68B33	-0.109620701745713
HMDB0000975	0.42900994540659	-0.09407557921123	FALSE	TRUE	FALSE	Sera	#F68B33	0.107868502856259
HMDB0000696	-0.729724313395961	0.826304682849493	TRUE	FALSE	FALSE	RPMI	#388ECC	0.106117608908197
HMDB0000574	0.462480805252528	-0.570500873685735	FALSE	TRUE	FALSE	Sera	#F68B33	0.105496628443932
HMDB0000294	0.670061745458073	-0.517864078916751	FALSE	TRUE	FALSE	Sera	#F68B33	0.103068573910879
HMDB0000568	-0.307282827415826	-0.477034373467439	FALSE	TRUE	FALSE	Sera	#F68B33	-0.103046790070974
HMDB0003338	0.933598693872117	-0.856274918002309	FALSE	TRUE	FALSE	Sera	#F68B33	-0.100985808196325
HMDB0000779	-0.167972542037353	-0.0270777515447396	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0994522488458158
HMDB0000056	-0.195004906317226	-0.093264311328213	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0994466340846007
HMDB0000784	0.550006496432174	-0.115398929023098	FALSE	TRUE	FALSE	Sera	#F68B33	0.0964963396912664
HMDB0002117	0.0982188500680472	0.408936149384237	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0957323521643812
HMDB0000158	-0.860605475051585	0.756997798659321	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0945515112454086
HMDB0000827	-0.29849839759381	0.532901734833673	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.094259045592761
HMDB0000719	-0.323771887241476	0.588620922596777	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0938675769583972
HMDB0000306	-0.467471114781491	0.329026982025014	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0888988044795031
HMDB0000996	-0.385159136082305	0.410603365571836	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0868773055386184
HMDB0000163	0.82352698826925	-0.306201802325492	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0859467188587706
HMDB0000176	0.641913462274044	-0.674320072017675	FALSE	TRUE	FALSE	Sera	#F68B33	-0.084319024001541
HMDB0001078	0.218298764134761	-0.179117899608379	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0839400715997856
HMDB0000847	0.491120648062512	-0.589057146497078	FALSE	TRUE	FALSE	Sera	#F68B33	0.0814936682219851
HMDB0000143	0.363818823063676	-0.0119878209218401	FALSE	TRUE	FALSE	Sera	#F68B33	0.0802550612854764
