X.RPMI	X.Sera	X.Contrib.RPMI	X.Contrib.Sera	X.Contrib	X.GroupContrib	X.color	X.importance
EW030_RS00200	0.875520631771764	-0.652868394119344	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0307673959065296
EW030_RS08200	0.728190890368378	-0.619428265010466	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0307388894273758
EW030_RS08505	0.840021644219913	-0.771958598791233	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0307216372403146
EW030_RS12270	0.906103038379863	-0.93467978776135	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0307118145314818
EW030_RS13195	-0.787562433212806	0.819889856574826	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0306721918866257
EW030_RS06675	-0.862764365900925	0.875625312273077	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0306709926932752
EW030_RS09060	0.745319188863344	-0.709892080691771	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0306698766616703
EW030_RS05335	0.811431239584705	-0.933710776749231	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0306629277170897
EW030_RS11175	-0.974895037921878	1.06920028742119	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0306537364812243
EW030_RS13335	0.686172484258767	-0.701118501319415	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0306524226321951
EW030_RS11840	-0.855467046197316	0.590339142732067	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0306480208256141
EW030_RS04240	0.769616218991249	-0.942189515942099	FALSE	TRUE	FALSE	Sera	#F68B33	-0.030638539316748
EW030_RS08605	-0.693779933246324	1.00371488972424	TRUE	FALSE	FALSE	RPMI	#388ECC	0.030589876028296
EW030_RS05345	0.916571033778728	-0.903744131692481	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0305868205048908
EW030_RS12810	0.798573491844776	-1.00015033699885	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0305786180840461
EW030_RS02495	-0.915975367461408	0.806204881466285	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0305768622423818
EW030_RS07775	-0.79414135498377	0.712859155446812	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0305634680345681
EW030_RS11585	0.937513510187916	-0.748527853585743	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0305432978037324
EW030_RS11940	0.951952600514177	-0.99069565302363	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0305326598661932
EW030_RS12335	1.05875368717441	-0.810319084989604	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0305283233219618
EW030_RS02305	0.82567494760707	-0.833013648343948	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0305210132167871
EW030_RS00465	-0.692262116632011	0.664651126824459	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0305108732667749
EW030_RS08075	1.03850732292006	-0.798337758018933	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0305064900101184
EW030_RS10180	0.831502316922289	-0.914633410834293	FALSE	TRUE	FALSE	Sera	#F68B33	-0.030495550204232
EW030_RS06890	-0.898165798490403	0.630254129462615	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0304852288390059
EW030_RS05595	-0.688166416481669	0.971787949105137	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0304757409096042
EW030_RS11180	-0.940168110511422	1.02312627440562	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0304620103713555
EW030_RS06260	0.859082523937005	-0.763788634894203	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0304433156876574
EW030_RS03615	1.02777533029932	-0.741699957325445	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0304415758894214
EW030_RS09255	-0.864517771379508	1.01718097895274	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0304380856955711
EW030_RS00195	0.772341051140428	-0.63271783612116	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0304269498876437
EW030_RS09055	0.707431888731497	-0.846677273608209	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0304226919518621
EW030_RS01090	-0.902293934201928	0.951849362317846	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0304085654447697
EW030_RS12325	1.02810908654729	-0.875268844231065	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0303978969359584
EW030_RS06205	0.785895733704787	-0.773264977477361	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0303859843837802
EW030_RS09045	0.759490130094148	-0.90926123412892	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0303842752131627
EW030_RS02095	0.926160569777829	-0.690281484424854	FALSE	TRUE	FALSE	Sera	#F68B33	-0.030344704585262
EW030_RS02620	0.947803452386737	-0.693513806863033	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0303376987909493
EW030_RS09925	0.657021506843161	-0.8835551859481	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0303263142020591
EW030_RS00075	0.765464821567259	-0.936573585818942	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0303208466136484
EW030_RS01380	-0.770235027567133	0.827033012872249	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0303005352816707
EW030_RS01375	-0.738012764437314	0.829471620554823	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0302895182582156
EW030_RS11870	-0.772490529980701	0.867055769218261	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0302727531489838
EW030_RS07430	-0.8162632727907	0.716754005554907	TRUE	FALSE	FALSE	RPMI	#388ECC	0.030257164209491
EW030_RS08905	0.872886070797529	-0.761681352869668	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0302488711811309
