X.RPMI	X.Sera	X.Contrib.RPMI	X.Contrib.Sera	X.Contrib	X.GroupContrib	X.color	X.importance
EW030_RS01240	-0.203595602586671	0.510495161540226	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0445411546602586
EW030_RS11985	-0.326296401419315	0.577135494445016	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0441895881391032
EW030_RS13400	-0.381181856785184	0.232349638899398	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0433373958432494
EW030_RS00570	-0.13951756861041	0.0336040709827631	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0431852698712397
EW030_RS11005	0.103019129931537	0.407594296447021	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.042321942047442
EW030_RS13720	0.000768389936000397	0.537170035559814	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0419688192660977
EW030_RS00170	0.174684855155992	-0.0157213419787863	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0416405556891223
EW030_RS14060	-0.165721839680694	0.751229247898732	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0410544746563712
EW030_RS11685	-0.20225904465955	0.627630169226699	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0409384736884864
EW030_RS01040	0.298904555559002	0.228050278979289	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0408977508969239
EW030_RS01015	-0.15130233492492	0.44422029972278	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0408858129989257
EW030_RS01245	-0.123879849804456	0.273393555190598	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.040862790924942
EW030_RS07340	-0.415861721121062	0.199472345677926	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0406325287683705
EW030_RS00175	-0.220904357890178	0.117752713992454	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0404510571333404
EW030_RS00435	0.120702240822783	0.529294224663887	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0403829248587674
EW030_RS13070	0.00161265529049757	-0.324770042635154	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0403503936812043
