X.RPMI	X.Sera	X.Contrib.RPMI	X.Contrib.Sera	X.Contrib	X.GroupContrib	X.color	X.importance
HMDB0006029	0.605722556793772	-0.355269209761734	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0776345837875731
HMDB0032538	0.170272303466562	-0.664129845125877	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0766337065900577
HMDB0001257	0.879515773618671	-0.674491473210334	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0758112323119045
HMDB0001392	0.576517414281661	-0.155535044874462	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0747937217341035
HMDB0000362	-0.579029787876778	1.05951616031229	FALSE	TRUE	FALSE	Sera	#F68B33	0.0742789054604643
HMDB0002931	0.727549471709917	-0.731605613500599	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0738155546580326
HMDB0000779	-0.685355148061045	0.567274569032816	FALSE	TRUE	FALSE	Sera	#F68B33	0.0726116425514247
HMDB0000807	-0.649226173434907	0.988415067346428	FALSE	TRUE	FALSE	Sera	#F68B33	0.0713448325295161
HMDB0000133	-0.0365646854176244	0.304378395362363	FALSE	TRUE	FALSE	Sera	#F68B33	0.0698332273617653
HMDB0000482	0.58426416041852	-0.408466205560193	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0681418693911367
HMDB0000182	-0.943305179132567	0.889193335792933	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0679424444253638
HMDB0000812	0.589658455046228	-0.649217605696484	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0672066859123435
HMDB0034252	0.518971647746049	-0.306716195806235	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0662155685060248
HMDB0001844	-0.0098327873113298	-0.493511220155821	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0657607530479392
HMDB0002991	0.291220097583948	0.2997863730025	FALSE	TRUE	FALSE	Sera	#F68B33	0.0649930081028351
HMDB0001414	-0.155314216794689	0.129556815985039	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0649366319394801
HMDB0001488	-0.776363832452474	0.736500418677633	FALSE	TRUE	FALSE	Sera	#F68B33	0.0631954577744475
HMDB0000625	0.539470040752293	-0.196195076597459	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0627221308491395
HMDB0042032	0.590855614828609	-0.734537872279245	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0611907099081994
HMDB0000226	-0.704788494284662	0.908612892541002	FALSE	TRUE	FALSE	Sera	#F68B33	0.0611407127448651
HMDB0000161	-0.746319738359759	0.830833992419147	FALSE	TRUE	FALSE	Sera	#F68B33	0.0598845285161395
HMDB0001548	0.3715226470421	-0.716379764609948	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0589602937540389
HMDB0000187	0.419361470063054	-0.455878426523754	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0577461273572205
HMDB0002467	-0.588895609610653	0.963779682823902	FALSE	TRUE	FALSE	Sera	#F68B33	-0.057536402577665
HMDB0000511	0.934125095566227	-0.745027300918373	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0558729104286272
HMDB0000169	0.892211087046744	-1.1481548802407	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0553637572691471
HMDB0000094	-0.032732618665886	0.606932108725932	FALSE	TRUE	FALSE	Sera	#F68B33	0.0538240236147216
HMDB0000251	-0.771800253465863	0.852608971905764	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0537665701660777
HMDB0000208	-0.849058133866892	0.797790470105668	FALSE	TRUE	FALSE	Sera	#F68B33	0.0526241781300421
HMDB0000929	-0.540277973794183	0.648900474933028	FALSE	TRUE	FALSE	Sera	#F68B33	0.0524492904704758
HMDB0000143	0.832468970438851	-0.691562946897408	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0522130691723016
HMDB0000211	-0.700616051504622	0.718446192335336	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0491373065783809
HMDB0000163	-0.349690382972149	0.522924397874179	FALSE	TRUE	FALSE	Sera	#F68B33	-0.048969421079582
HMDB0000742	0.694816065660513	-0.861962589597294	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0488729547813731
HMDB0000263	-0.78136891492863	0.988620954222001	FALSE	TRUE	FALSE	Sera	#F68B33	0.0487298317621837
HMDB0003424	-1.1125457183571	0.78660879883022	FALSE	TRUE	FALSE	Sera	#F68B33	0.0478547079538815
HMDB0000254	-0.788995580925887	0.439572140891006	FALSE	TRUE	FALSE	Sera	#F68B33	0.0476522274287953
HMDB0001078	0.927009478142772	-0.560164667144815	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0471526425551594
HMDB0000176	0.765580688957592	-1.08338786288799	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0471123885022362
HMDB0000357	0.269716880330961	-0.797527427989868	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0461634546917444
HMDB0003357	0.593765877828863	-0.505193645113686	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0458759291037884
HMDB0000574	0.84325074406984	-0.736926576674903	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0454498837782349
HMDB0000060	0.111346991854859	-0.170825078377325	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0449953435809487
HMDB0001401	0.515786643748931	-0.259657761969921	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0446490917203469
HMDB0000273	-0.950123605450673	0.937169303554949	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0419754988511842
HMDB0062584	-0.921522997008961	0.71784883396885	FALSE	TRUE	FALSE	Sera	#F68B33	0.040171481768661
HMDB0000646	0.662697710200637	-0.342730743047354	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0399264530546645
HMDB0000638	0.969918636823409	-0.800015739174978	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0396864306428579
HMDB0000172	0.349002366313419	-0.63064365946657	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.039244953758885
HMDB0000355	-0.764881690300953	0.940030326571587	FALSE	TRUE	FALSE	Sera	#F68B33	0.0391835485952662
HMDB0000205	0.953976762770127	-0.919903097450867	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0389999940310775
HMDB0031075	0.580734913854002	-0.794228317752267	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.037274882899926
HMDB0000134	0.208859089369044	-0.347953139483399	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0369312615986148
HMDB0000448	-0.820626666068028	0.876241496078802	FALSE	TRUE	FALSE	Sera	#F68B33	-0.036537825235702
HMDB0000168	0.755918853873318	-0.701250571052859	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0361659828444866
HMDB0000216	-0.809748959482442	0.623499928143849	FALSE	TRUE	FALSE	Sera	#F68B33	-0.035692438747479
HMDB0000148	0.581890134680861	-0.728975697358043	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0355538623673946
HMDB0000192	0.720318625463352	-0.674737193444461	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0341846024017168
HMDB0000149	0.340168716431764	-0.21942818169321	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0331325444406857
HMDB0000167	0.884886602680471	-0.857169125875676	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0309540113483452
HMDB0000303	-0.701379150156731	0.666886923527608	FALSE	TRUE	FALSE	Sera	#F68B33	0.0305845858821339
HMDB0000673	-0.903177031052908	0.940533489996563	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0295733874224453
HMDB0000158	0.91581350566362	-0.651431209765262	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.029327831275127
HMDB0000220	-0.652466757563191	0.865445987277524	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0291878546765673
HMDB0000296	0.32429616286032	-0.488833852396046	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0286640394756919
HMDB0000092	-0.845193152482412	0.962965436819889	FALSE	TRUE	FALSE	Sera	#F68B33	-0.028553296118986
HMDB0002350	0.783308718296931	-0.269332379637219	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0284272726102946
HMDB0003338	0.572019559025303	-0.738643279845844	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0268041643128928
HMDB0001076	0.616871336953244	-0.777062417891719	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0257757195265839
HMDB0003911	-0.631745107478436	1.17065328814542	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0253963274332206
HMDB0000207	-0.948777824567271	1.01147008416569	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0251698749546865
HMDB0000115	-0.776016233520366	0.76643699375236	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0246590731343973
HMDB0000067	-0.919793649201203	0.959583009411397	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0245533035114958
HMDB0000162	0.744890104333532	-0.662747484427343	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0231004595569771
HMDB0000532	-0.623224677364448	-0.041520369129801	FALSE	TRUE	FALSE	Sera	#F68B33	0.0225117325526831
HMDB0001406	-0.656847455686992	0.70498189716512	FALSE	TRUE	FALSE	Sera	#F68B33	0.0224385815398124
HMDB0000099	0.859743257808801	-0.982470067439648	TRUE	FALSE	FALSE	RPMI	#388ECC	0.021253962566379
HMDB0000754	0.910213045143733	-1.0251310652488	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0205576689559411
HMDB0000005	0.411377653673697	-0.850208064610541	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0199410648089031
HMDB0001043	-0.70165792482034	0.959304069324886	FALSE	TRUE	FALSE	Sera	#F68B33	-0.01993636064312
HMDB0000640	0.948821070543511	-0.95673950041436	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0197592493065497
HMDB0001870	0.786980620079435	-0.858330478234127	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0193467237927742
HMDB0002259	0.323573417261198	0.333934995614568	FALSE	TRUE	FALSE	Sera	#F68B33	-0.018126083097121
HMDB0000214	0.672423697583421	-0.798571115507608	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0179659467604001
L..13C5.15N..Valine	0.793242121217818	-0.788397662649722	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0171934061768795
HMDB0004825	0.283699611565533	-0.292207183414808	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0170596001613272
HMDB0000294	-0.801626688511221	1.113087506359	FALSE	TRUE	FALSE	Sera	#F68B33	0.0167178138068363
HMDB0000112	0.778176121521763	-0.473475005705814	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0157096924113849
HMDB0001129	0.489964316148446	0.0743245659556597	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0152394414588008
HMDB0002520	0.15461458666654	-0.322029047364994	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0125272274314068
HMDB0003229	-1.00328467900608	1.00998108918748	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0121841541588249
HMDB0000258	0.758211921557131	-0.724803622019793	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0121083635815371
HMDB0000573	-1.00669814773297	0.93940829358271	FALSE	TRUE	FALSE	Sera	#F68B33	-0.00873629798319013
HMDB0000283	0.817631790883319	-0.747612348252994	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.00771133600897211
HMDB0000618	0.903351535697375	-0.970302049564533	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.0075963939629839
HMDB0000847	0.755294610756788	-0.666150896956859	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.00730344823416435
HMDB0000191	0.604222201923354	-0.75058712549445	TRUE	FALSE	FALSE	RPMI	#388ECC	0.00492351630711239
HMDB0000663	0.74437584351096	-0.65512897599926	TRUE	FALSE	FALSE	RPMI	#388ECC	-0.00348076554850332
HMDB0000050	-0.562593384531616	0.58752087593279	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0017700387016989
HMDB0000827	-0.0666600832351077	0.139432259917176	FALSE	TRUE	FALSE	Sera	#F68B33	-0.00110660103690373
HMDB0000177	-0.766937679186951	0.770788142981699	FALSE	TRUE	FALSE	Sera	#F68B33	0.000972826790090826
